gene_name,log10FPKM,,,
tsfm,0.381,,,
tsg101a,1.267,,,
tsg101b,0.097,,,
tsga10,0.098,,,
tshba,0.879,,,
tshr,-4.000,,,
tshz1,0.786,,,
tshz2,0.306,,,
tshz3a,0.447,,,
tshz3b,0.343,,,
tsku,1.390,,,
tsn,0.737,,,
tsnax,0.380,,,
tsnaxip1,0.271,,,
tspan1,-0.753,,,
tspan10,-0.854,,,
tspan11,-0.004,,,
tspan12,0.014,,,
tspan13a,-0.244,,,
tspan13b,-0.155,,,
tspan14,1.389,,,
tspan15,1.196,,,
tspan17,0.188,,,
tspan18a,0.464,,,
tspan18b,1.007,,,
tspan2a,0.307,,,
tspan2b,-1.000,,,
tspan31,1.009,,,
tspan33a,2.094,,,
tspan33b,-4.000,,,
tspan34,-4.000,,,
tspan35,0.624,,,
tspan36,1.788,,,
tspan37,0.224,,,
tspan3a,1.306,,,
tspan3b,-0.086,,,
tspan4a,1.546,,,
tspan4b,0.469,,,
tspan5a,0.269,,,
tspan5b,0.312,,,
tspan7,1.322,,,
tspan7b,0.590,,,
tspan9a,0.946,,,
tspan9b,0.995,,,
tspeara,0.137,,,
tspearb,0.558,,,
tspo,1.923,,,
tspoap1,-0.761,,,
tspy,0.648,,,
tsr1,0.850,,,
tsr2,1.049,,,
tsr3,0.778,,,
tssc4,1.271,,,
tssk6,-4.000,,,
TST,1.057,,,
tsta3,-0.265,,,
TSTA3 (1 of many),0.510,,,
TSTD1,1.435,,,
tstd2,0.572,,,
ttbk1a,-0.854,,,
ttbk1b,-0.574,,,
ttbk2a,-0.242,,,
ttbk2b,0.193,,,
ttc1,1.144,,,
ttc12,-2.477,,,
ttc13,0.932,,,
ttc14,0.105,,,
ttc16,-4.000,,,
ttc17,0.701,,,
ttc19,0.197,,,
ttc21b,0.394,,,
ttc22,-0.402,,,
ttc23,-0.384,,,
ttc25,-0.097,,,
ttc26,0.321,,,
ttc27,0.502,,,
TTC28,0.186,,,
ttc29,-4.000,,,
ttc3,1.176,,,
ttc32,0.832,,,
ttc33,0.655,,,
ttc34,-4.000,,,
ttc36,0.568,,,
ttc37,0.563,,,
ttc38,0.600,,,
ttc39a,0.602,,,
ttc39b,0.601,,,
ttc39c,0.135,,,
ttc4,0.492,,,
ttc41,-0.864,,,
ttc5,0.451,,,
ttc6,-0.596,,,
ttc7a,-0.222,,,
ttc7b,1.030,,,
TTC9,-0.638,,,
ttc9b,-1.115,,,
ttc9c,0.804,,,
ttf1,0.111,,,
ttf2,0.298,,,
tti1,-0.028,,,
tti2,0.196,,,
ttk,1.320,,,
ttl,1.015,,,
ttll1,-0.115,,,
ttll10,-0.212,,,
ttll11,0.037,,,
ttll12,0.577,,,
ttll2,-0.699,,,
ttll3,-0.273,,,
ttll4,0.808,,,
ttll5,-0.350,,,
ttll6,-4.000,,,
ttll7,-0.298,,,
ttll9,-0.814,,,
ttn.1,0.813,,,
ttn.2,0.431,,,
ttpa,0.661,,,
ttpal,0.791,,,
ttr,-0.262,,,
ttyh1,-0.027,,,
ttyh2,-0.121,,,
ttyh2l,0.401,,,
ttyh3a,1.386,,,
ttyh3b,0.777,,,
tub,-1.632,,,
tuba1a,1.795,,,
tuba1b,1.714,,,
tuba1c,1.700,,,
tuba2,0.037,,,
tuba4l,0.152,,,
tuba7l,-1.875,,,
tuba8l,3.193,,,
tuba8l2,2.619,,,
tuba8l3,0.901,,,
tuba8l4,3.060,,,
tubb1,-2.477,,,
tubb2,-4.000,,,
tubb2b,2.955,,,
tubb4b,3.078,,,
tubb5,1.416,,,
tubb6,0.832,,,
tubd1,-0.127,,,
tube1,0.135,,,
tubg1,1.188,,,
tubgcp2,0.787,,,
tubgcp3,0.713,,,
tubgcp4,0.689,,,
tubgcp5,0.758,,,
tufm,1.481,,,
tuft1a,0.726,,,
tuft1b,0.843,,,
TULP1,-0.316,,,
tulp1a,0.731,,,
tulp1b,-0.083,,,
tulp4a,0.178,,,
tulp4b,-2.176,,,
tunar,-4.000,,,
tusc2a,0.801,,,
tusc2b,1.307,,,
tusc3,0.776,,,
tut1,0.605,,,
tut4,0.705,,,
tvp23b,1.046,,,
twf1a,1.946,,,
twf1b,0.571,,,
twf2a,-0.477,,,
twf2b,-1.030,,,
twist1a,0.922,,,
twist1b,0.396,,,
twist2,0.039,,,
twist3,0.573,,,
twistnb,-0.123,,,
twnk,0.324,,,
twsg1a,0.761,,,
twsg1b,-0.844,,,
txk,-4.000,,,
txlna,1.026,,,
txlnba,-0.108,,,
txlnbb,0.523,,,
txlng,0.649,,,
txn2,1.238,,,
txndc11,0.917,,,
txndc12,1.076,,,
txndc15,1.697,,,
txndc16,0.337,,,
txndc17,1.411,,,
txndc5,1.605,,,
txndc9,1.526,,,
txnipa,2.259,,,
txnipb,-0.196,,,
txnl1,1.550,,,
txnl4a,1.395,,,
txnl4b,0.727,,,
txnrd2.1,-1.222,,,
txnrd2.2,0.177,,,
txnrd3,1.476,,,
tyk2,-0.367,,,
tymp,-4.000,,,
tyms,1.217,,,
tyr,-1.574,,,
tyro3,0.501,,,
tyrobp,-0.824,,,
tyrp1a,-0.016,,,
tyrp1b,1.076,,,
tysnd1,0.069,,,
tyw1,0.743,,,
tyw3,0.551,,,
tyw5,0.745,,,
u2af1,1.381,,,
u2af2a,1.198,,,
u2af2b,1.502,,,
u2surp,1.284,,,
uacaa,0.348,,,
uacab,1.287,,,
uap1,1.090,,,
uap1l1,1.205,,,
uba1,1.822,,,
uba2,1.325,,,
uba3,1.084,,,
uba5,0.952,,,
uba52,2.351,,,
UBA6,0.643,,,
uba7,0.028,,,
ubac1,0.318,,,
ubac2,0.205,,,
ubald1a,0.857,,,
ubald1b,-0.141,,,
ubald2,0.932,,,
ubap1,1.215,,,
ubap1la,0.073,,,
ubap1lb,-1.778,,,
ubap2a,1.216,,,
ubap2b,1.425,,,
ubap2l,1.225,,,
ubash3ba,0.039,,,
ubash3bb,-0.072,,,
ubb,3.377,,,
ubc,2.941,,,
ube2a,1.576,,,
ube2al,1.477,,,
ube2b,0.617,,,
ube2c,1.995,,,
ube2d1a,1.308,,,
ube2d1b,1.809,,,
ube2d2,1.771,,,
ube2d2l,1.336,,,
ube2d3,1.861,,,
ube2d4,0.481,,,
ube2e1,1.479,,,
ube2e2,1.746,,,
ube2e3,1.626,,,
ube2f,1.266,,,
ube2g1a,1.024,,,
ube2g1b,1.447,,,
ube2g2,1.737,,,
ube2h,1.288,,,
ube2ia,1.739,,,
ube2ib,1.794,,,
ube2j1,0.271,,,
ube2j2,0.744,,,
ube2ka,1.257,,,
ube2kb,0.939,,,
ube2l3a,1.237,,,
ube2l3b,1.644,,,
UBE2M,1.741,,,
ube2na,1.590,,,
ube2nb,1.672,,,
UBE2O,-0.161,,,
ube2q1,1.074,,,
ube2q2,0.885,,,
ube2ql1,0.082,,,
ube2r2,0.994,,,
ube2s,0.954,,,
ube2t,0.783,,,
ube2v1,1.966,,,
ube2v2,1.627,,,
ube2w,0.554,,,
ube2z,1.060,,,
ube3a,1.118,,,
ube3b,0.057,,,
ube3c,0.805,,,
ube3d,0.307,,,
ube4a,1.035,,,
ube4b,1.354,,,
ubfd1,0.837,,,
ubiad1,0.956,,,
ubl3a,1.073,,,
ubl3b,1.393,,,
UBL4A,1.157,,,
ubl7a,-0.099,,,
ubl7b,1.411,,,
ubn1,-0.986,,,
ubn2a,0.312,,,
ubn2b,0.260,,,
ubox5,0.646,,,
ubp1,0.305,,,
ubqln4,1.392,,,
ubr1,0.667,,,
ubr2,0.705,,,
ubr3,0.618,,,
ubr4,1.061,,,
ubr5,1.007,,,
ubr7,1.029,,,
ubtd1a,0.285,,,
ubtd1b,0.764,,,
ubtd2,1.033,,,
ubtf,1.090,,,
ubtfl,1.471,,,
ubxn1,1.242,,,
ubxn10,0.204,,,
ubxn11,-0.626,,,
ubxn2a,-0.387,,,
ubxn4,1.054,,,
ubxn6,1.295,,,
ubxn7,0.911,,,
ubxn8,0.574,,,
uchl1,0.881,,,
uchl3,1.176,,,
uchl5,1.439,,,
uck1,0.009,,,
uck2a,0.740,,,
uck2b,1.046,,,
uckl1a,-0.219,,,
uckl1b,0.504,,,
ucmaa,-0.178,,,
ucmab,1.106,,,
ucn3l,-0.276,,,
ucp1,-0.265,,,
ucp2,2.483,,,
ucp3,0.150,,,
uevld,0.631,,,
ufc1,1.079,,,
ufd1l,1.654,,,
ufl1,1.152,,,
ufm1,1.179,,,
ufsp1,-0.486,,,
ufsp2,1.063,,,
ugcg,0.505,,,
ugdh,1.322,,,
uggt1,0.647,,,
uggt2,0.535,,,
ugp2a,0.336,,,
ugp2b,1.132,,,
ugt1a7,0.621,,,
ugt1b1,1.195,,,
ugt1b2,-2.176,,,
ugt1b3,-4.000,,,
ugt1b4,-1.398,,,
ugt1b5,0.483,,,
ugt1b6p,-2.176,,,
ugt1b7,-0.946,,,
ugt2a1,-2.176,,,
ugt2a2,0.884,,,
ugt2a3,0.186,,,
ugt2a4,-0.440,,,
ugt2a5,0.983,,,
ugt2a6,0.832,,,
ugt2a7,0.510,,,
ugt2b3,-0.405,,,
ugt5a1,0.033,,,
ugt5a2,-4.000,,,
ugt5a4,-1.436,,,
ugt5b1,0.439,,,
ugt5b2,1.279,,,
ugt5b3,0.270,,,
ugt5b4,0.538,,,
ugt5b5,-1.301,,,
ugt5c1,-0.104,,,
ugt5c2,-0.278,,,
ugt5c3,-0.099,,,
ugt5d1,-0.579,,,
ugt5e1,-0.108,,,
ugt5f1,-0.671,,,
ugt5g1,0.919,,,
ugt5g2,-4.000,,,
ugt8,0.248,,,
uhmk1,0.280,,,
uhrf1,0.571,,,
uhrf1bp1,-0.513,,,
uhrf1bp1l,0.763,,,
ulk1a,0.648,,,
ulk1b,0.779,,,
ulk2,0.236,,,
ulk3,0.259,,,
ulk4,-0.090,,,
umad1,0.587,,,
umod,-4.000,,,
umodl1,-4.000,,,
umps,0.723,,,
unc119.1,0.149,,,
unc119.2,-0.854,,,
unc119a,0.547,,,
unc119b,1.246,,,
UNC13A,-0.761,,,
UNC13B,-0.123,,,
unc13ba,-0.745,,,
unc13c,-1.778,,,
unc13d,-0.909,,,
unc45a,0.653,,,
unc45b,-0.133,,,
unc50,1.447,,,
unc5a,-0.814,,,
unc5b,0.246,,,
unc5c,0.528,,,
unc5da,0.393,,,
unc5db,-0.416,,,
unc80,-4.000,,,
unc93a,0.795,,,
unc93b1,-0.123,,,
uncx,-0.538,,,
uncx4.1,0.265,,,
unga,0.929,,,
ungb,-4.000,,,
unk,0.418,,,
unkl,0.288,,,
unm_hu7910,0.765,,,
unm_hu7912,-0.824,,,
unm_sa1261,-0.071,,,
unm_sa1506,-2.477,,,
unm_sa1614,-0.664,,,
unm_sa808,-2.176,,,
unm_sa821,-0.959,,,
unm_sa911,-1.046,,,
uox,0.256,,,
upb1,1.203,,,
upf1,0.957,,,
upf3a,-0.247,,,
upf3b,1.135,,,
upk1a,-1.574,,,
upk3b,-0.778,,,
upp1,0.023,,,
upp2,-4.000,,,
uprt,1.196,,,
uqcc1,1.411,,,
uqcc2,1.478,,,
uqcc3,1.490,,,
uqcr10,1.397,,,
uqcrb,2.525,,,
uqcrc1,2.086,,,
uqcrc2a,1.602,,,
uqcrc2b,1.817,,,
uqcrfs1,1.641,,,
uqcrh,2.252,,,
uqcrq,2.429,,,
urad,-0.596,,,
uraha,0.516,,,
urahb,-1.875,,,
urb1,-0.112,,,
urb2,0.246,,,
urgcp,-4.000,,,
uri1,0.910,,,
urm1,0.975,,,
uroc1,-0.714,,,
urod,1.030,,,
uros,0.641,,,
urp1,-0.638,,,
urp2,-0.247,,,
usb1,0.617,,,
use1,0.573,,,
usf1,1.418,,,
usf1l,1.275,,,
usf2,0.861,,,
usf3,0.152,,,
ush1c,-0.322,,,
ush1ga,-1.115,,,
ush1gb,-4.000,,,
ush2a,-0.367,,,
ushbp1,-1.363,,,
uso1,1.585,,,
usp1,0.553,,,
usp10,1.178,,,
usp11,0.717,,,
usp12a,0.699,,,
usp12b,0.273,,,
usp13,-0.093,,,
usp14,1.294,,,
usp16,0.917,,,
usp18,-0.574,,,
usp19,0.710,,,
usp20,-0.176,,,
usp21,0.302,,,
usp22,0.602,,,
usp24,0.594,,,
usp25,1.048,,,
usp28,-0.114,,,
usp2a,0.834,,,
usp2b,0.282,,,
usp3,0.392,,,
usp30,-0.377,,,
usp31,0.665,,,
usp32,0.918,,,
usp33,1.056,,,
USP34,0.337,,,
usp36,0.820,,,
usp37,0.400,,,
usp38,0.538,,,
usp39,1.063,,,
usp4,1.066,,,
usp40,0.460,,,
usp42,0.395,,,
usp43a,-0.347,,,
usp43b,-0.959,,,
usp44,1.022,,,
usp45,0.440,,,
usp46,0.108,,,
usp47,0.555,,,
usp48,0.464,,,
usp49,-0.038,,,
usp5,1.449,,,
USP53 (1 of many),0.615,,,
usp53b,-1.097,,,
usp54a,-0.215,,,
usp54b,-0.469,,,
usp6nl,0.586,,,
usp7,1.063,,,
usp8,1.065,,,
usp9,1.065,,,
uspl1,0.508,,,
ust,0.598,,,
UST (1 of many),-4.000,,,
utp11l,0.692,,,
UTP14C,0.809,,,
utp15,0.936,,,
utp18,1.105,,,
utp20,0.140,,,
utp23,0.914,,,
utp25,0.502,,,
utp3,0.534,,,
utp4,0.919,,,
utp6,0.855,,,
utrn,1.331,,,
utrnp,-4.000,,,
uts1,-1.015,,,
uts2a,-0.933,,,
uts2b,-4.000,,,
uts2d,-4.000,,,
uvrag,0.632,,,
uvssa,0.430,,,
uxs1,1.004,,,
uxt,1.118,,,
v2ra1,-4.000,,,
v2ra16,-1.574,,,
v2ra17,-4.000,,,
v2ra18,-2.477,,,
v2ra20,-4.000,,,
v2rc1,-4.000,,,
v2rc2,-0.721,,,
v2rh1,-4.000,,,
v2rh10,-4.000,,,
v2rh11,-4.000,,,
v2rh12,-4.000,,,
v2rh13,-4.000,,,
v2rh14,-2.176,,,
v2rh32,-4.000,,,
v2rh7,-1.523,,,
v2rh9,-4.000,,,
v2rl1,-4.000,,,
v2rx1,-4.000,,,
v2rx3,-4.000,,,
v2rx4,-4.000,,,
vac14,0.658,,,
valopa,-0.946,,,
valopb,-4.000,,,
vamp1,0.071,,,
vamp2,0.915,,,
vamp3,1.585,,,
vamp4,1.094,,,
vamp5,0.844,,,
vamp8,1.160,,,
vangl1,0.690,,,
vangl2,1.228,,,
vap,-0.678,,,
vapal,1.000,,,
vapb,1.119,,,
vars,1.056,,,
vars2,0.444,,,
VASH1,-0.151,,,
vash2,0.359,,,
vasna,0.949,,,
vasnb,0.695,,,
vaspa,-4.000,,,
vaspb,2.160,,,
vat1,0.551,,,
vat1l,-0.325,,,
vav2,0.724,,,
vav3,-1.097,,,
vav3a,-0.737,,,
vav3b,0.480,,,
vax1,-0.041,,,
vax2,-0.959,,,
vbp1,0.984,,,
vcam1a,-1.875,,,
vcam1b,-0.409,,,
vcana,0.572,,,
vcanb,2.114,,,
vcla,-0.363,,,
vclb,1.309,,,
vcp,2.181,,,
vcpip1,0.332,,,
vcpkmt,0.497,,,
vdac1,1.777,,,
vdac2,2.398,,,
vdac3,2.086,,,
vdra,0.723,,,
vdrb,0.283,,,
ved,0.168,,,
vegfaa,0.941,,,
vegfab,0.237,,,
vegfba,-1.000,,,
vegfbb,-1.222,,,
vegfc,-0.523,,,
vegfd,-0.077,,,
vent,-4.000,,,
veph1,-0.897,,,
vezf1a,0.321,,,
vezf1b,0.460,,,
vezt,0.297,,,
vgf,-0.464,,,
vgll2a,-0.337,,,
vgll2b,0.073,,,
vgll3,-4.000,,,
vgll4a,-0.163,,,
vgll4b,0.410,,,
vgll4l,1.495,,,
vhl,0.782,,,
vhll,0.578,,,
vil1,0.576,,,
vill,0.231,,,
vim,0.542,,,
viml,-4.000,,,
vimr1,-4.000,,,
vimr2,-4.000,,,
vip,-4.000,,,
vipas39,0.711,,,
vipb,-0.141,,,
vipr1a,0.696,,,
vipr1b,-1.015,,,
vipr2,-0.897,,,
virma,0.698,,,
VIT,2.313,,,
vkorc1,1.245,,,
vkorc1l1,1.270,,,
vldlr,0.546,,,
vma21,1.525,,,
vmo1a,-4.000,,,
vmo1b,-1.062,,,
vmp1,0.991,,,
vopp1,-0.761,,,
vox,-0.834,,,
vps11,0.625,,,
vps13a,1.021,,,
vps13c,0.231,,,
vps13d,-0.244,,,
vps16,0.811,,,
vps18,0.642,,,
vps25,0.771,,,
vps26a,1.166,,,
vps26b,0.965,,,
vps26bl,0.756,,,
vps26c,1.551,,,
vps28,1.670,,,
vps29,1.640,,,
vps33a,0.687,,,
vps33b,0.738,,,
vps35,1.303,,,
vps35l,0.980,,,
vps36,1.067,,,
vps37a,1.216,,,
vps37b,0.936,,,
vps37c,0.781,,,
vps39,0.204,,,
vps41,0.935,,,
vps45,0.607,,,
vps4a,0.714,,,
vps4b,1.741,,,
vps50,0.718,,,
vps51,0.703,,,
vps52,0.909,,,
vps53,0.741,,,
vps54,0.479,,,
vps72a,0.200,,,
vps72b,0.297,,,
vps8,0.778,,,
vps9d1,0.573,,,
vrk1,1.136,,,
vrk2,0.162,,,
vrk3,0.709,,,
vrtn,-1.030,,,
vsig10,1.184,,,
vsig10l,-4.000,,,
vsig10l2,-4.000,,,
vsig8a,-0.131,,,
vsig8b,-0.295,,,
vsir,1.204,,,
vsnl1a,-0.041,,,
vsnl1b,-0.038,,,
VSTM2A,-4.000,,,
VSTM2B,-0.834,,,
vstm2l,-1.000,,,
vstm4a,0.092,,,
vstm4b,-0.189,,,
vsx1,0.988,,,
vsx2,0.088,,,
vta1,1.730,,,
vtcn1,-0.325,,,
vtg1,-4.000,,,
vtg2,-0.608,,,
vtg3,-4.000,,,
vtg4,-1.015,,,
vtg5,-1.155,,,
vtg6,-4.000,,,
vtg7,-4.000,,,
vti1a,0.884,,,
vti1b,0.593,,,
vtna,-0.699,,,
vtnb,-0.409,,,
vwa1,0.979,,,
vwa10.1,-2.176,,,
vwa10.2,-1.436,,,
vwa11,-0.201,,,
vwa2,1.887,,,
vwa3a,-4.000,,,
vwa5b1,-4.000,,,
vwa5b2,-0.706,,,
vwa7,-0.796,,,
vwa8,0.450,,,
vwc2,-4.000,,,
vwc2l,-4.000,,,
vwde,1.111,,,
vwf,-0.638,,,
waca,1.332,,,
wacb,0.853,,,
waif2,-1.301,,,
wapla,0.560,,,
waplb,1.030,,,
wars,0.278,,,
wars2,0.353,,,
wasa,-1.301,,,
wasb,-0.574,,,
wasf1,-0.986,,,
wasf2,1.416,,,
wasf3a,-0.331,,,
wasf3b,0.606,,,
wash1,-0.157,,,
washc2c,1.009,,,
washc3,0.417,,,
washc4,0.140,,,
washc5,0.848,,,
wasla,0.499,,,
waslb,1.398,,,
wbp1,0.627,,,
wbp1la,0.718,,,
wbp1lb,0.860,,,
wbp2,-0.035,,,
wbp2nl,2.141,,,
wbp4,0.531,,,
wdcp,0.142,,,
wdfy1,1.316,,,
wdfy2,1.400,,,
wdfy3,0.584,,,
wdfy4,1.089,,,
wdhd1,0.587,,,
wdpcp,-0.210,,,
wdr1,2.213,,,
wdr11,0.183,,,
wdr12,0.859,,,
wdr13,0.983,,,
wdr17,-0.513,,,
wdr18,0.993,,,
wdr19,0.656,,,
wdr20a,0.597,,,
wdr20b,-0.249,,,
wdr24,0.751,,,
wdr26a,0.693,,,
wdr26b,1.042,,,
wdr27,-2.477,,,
wdr3,1.099,,,
WDR31,0.084,,,
wdr32,0.582,,,
wdr33,1.282,,,
wdr34,0.355,,,
wdr35,0.601,,,
wdr36,0.957,,,
wdr37,0.845,,,
wdr38,-4.000,,,
wdr4,0.407,,,
wdr41,0.786,,,
wdr43,1.276,,,
wdr44,1.184,,,
wdr45,1.204,,,
wdr45b,0.700,,,
wdr46,1.263,,,
wdr47a,-0.328,,,
wdr47b,-0.420,,,
wdr48a,0.200,,,
wdr48b,0.738,,,
wdr5,1.053,,,
wdr53,-0.043,,,
wdr54,0.171,,,
wdr55,0.156,,,
wdr59,-1.062,,,
wdr6,0.169,,,
wdr60,0.100,,,
wdr61,1.196,,,
wdr62,0.600,,,
WDR63,-0.651,,,
wdr66,-0.761,,,
WDR7,0.403,,,
WDR70,0.554,,,
wdr73,0.692,,,
wdr74,0.695,,,
wdr75,0.895,,,
wdr76,0.824,,,
wdr78,-4.000,,,
wdr81,-0.149,,,
wdr82,1.130,,,
wdr83,1.057,,,
wdr83os,1.988,,,
wdr89,-0.054,,,
wdr90,0.217,,,
wdr91,0.805,,,
wdr92,0.309,,,
wdr93,-4.000,,,
wdr95,-0.477,,,
wdsub1,0.872,,,
wdtc1,0.803,,,
wdyhv1,0.218,,,
wee1,1.109,,,
wee2,-0.834,,,
wfdc1,0.479,,,
wfdc2,0.815,,,
wfikkn1,-0.121,,,
wfikkn2a,-0.814,,,
wfikkn2b,-1.363,,,
wfs1a,-0.824,,,
wfs1b,0.217,,,
whrna,-1.436,,,
whrnb,-0.737,,,
wif1,0.357,,,
wipf1a,-0.602,,,
wipf1b,-0.310,,,
wipf2a,1.484,,,
wipf2b,-0.157,,,
wipi1,1.273,,,
wipi2,1.272,,,
wisp1a,-1.155,,,
wisp1b,-1.176,,,
wisp2,-0.632,,,
wisp3,-0.035,,,
wls,2.163,,,
wnk1a,1.047,,,
wnk1b,0.884,,,
wnk2,-4.000,,,
wnk4b,0.553,,,
wnt1,-0.460,,,
wnt10a,1.102,,,
wnt10b,-4.000,,,
wnt11f2,-0.210,,,
wnt11r,1.195,,,
wnt16,-1.699,,,
wnt2,1.105,,,
wnt2ba,-0.473,,,
wnt2bb,-0.370,,,
wnt3,1.336,,,
wnt3a,0.425,,,
wnt4a,1.353,,,
wnt4b,-0.234,,,
wnt5a,0.643,,,
wnt5b,1.431,,,
wnt6a,0.317,,,
wnt6b,0.808,,,
wnt7aa,1.595,,,
wnt7ab,1.502,,,
wnt7ba,-1.574,,,
wnt7bb,0.318,,,
wnt8a,-4.000,,,
wnt8b,-2.477,,,
wnt9a,0.969,,,
wnt9b,1.693,,,
wrap53,0.897,,,
wrap73,0.787,,,
wrb,1.222,,,
wrn,-0.212,,,
wrnip1,0.188,,,
wsb1,1.396,,,
wsb2,0.926,,,
WSCD1,-0.608,,,
wscd1b,-0.805,,,
wscd2,-0.316,,,
wt1a,-4.000,,,
wt1b,-0.714,,,
wtap,1.350,,,
wtip,0.183,,,
wu:fa03e10,2.439,,,
wu:fa05b01,-0.384,,,
wu:fa19b12,0.651,,,
wu:fa56d06,-0.481,,,
wu:fb05h10,-0.093,,,
wu:fb16f03,0.593,,,
wu:fb18f06,2.255,,,
wu:fb55g09,2.545,,,
wu:fb59d01,0.707,,,
wu:fb63a08,-0.671,,,
wu:fb64b08,-4.000,,,
wu:fb69f10,0.327,,,
wu:fb74b10,1.124,,,
wu:fb97g03,-1.115,,,
wu:fc01d11,-1.363,,,
wu:fc17b08,0.658,,,
wu:fc21g02,1.992,,,
wu:fc23c09,-1.699,,,
wu:fc27b11,-4.000,,,
wu:fc30c06,-0.270,,,
wu:fc31d10,0.434,,,
wu:fc34e06,-0.778,,,
wu:fc38h03,-0.440,,,
wu:fc75a09,-0.761,,,
wu:fd14a01,-2.176,,,
wu:fd46c06,-4.000,,,
wu:fe02h09,0.448,,,
wu:fe05a04,0.258,,,
wu:fe17e08,-0.021,,,
wu:fi04e12,1.662,,,
wu:fi09b08,2.752,,,
wu:fi34b01,-4.000,,,
wu:fi36c02,0.956,,,
wu:fi37e09,0.773,,,
wu:fi42e03,-0.229,,,
wu:fi42h12,-1.273,,,
wu:fi46h04,1.191,,,
wu:fi75a02,-0.360,,,
wu:fj05g07,0.781,,,
wu:fj11g02,-4.000,,,
wu:fj13e08,0.203,,,
wu:fj16a03,1.928,,,
wu:fj19g03,0.916,,,
wu:fj20b03,-4.000,,,
wu:fj29h11,0.221,,,
wu:fj39g12,-2.000,,,
wu:fj39h09,-1.000,,,
wu:fj49a02,0.307,,,
wu:fj64h06,0.340,,,
wu:fj66e11,-1.699,,,
wu:fk65c09,-4.000,,,
wu:fl23c11,0.867,,,
wu:fu71h07,0.102,,,
wwc1,0.412,,,
wwc3,0.902,,,
wwox,0.685,,,
wwp1,1.274,,,
wwp2,1.279,,,
wwtr1,1.100,,,
xab2,0.895,,,
xaf1,-0.986,,,
xbp1,3.146,,,
xcl32a.1,-4.000,,,
xcr1a.1,-4.000,,,
xcr1b.1,-4.000,,,
xcr1b.3,-4.000,,,
xdh,-0.608,,,
xgb,-0.651,,,
xiap,0.801,,,
xirp1,-0.959,,,
xirp2a,-0.273,,,
xirp2b,-0.528,,,
xk,-0.125,,,
XKR4,-0.151,,,
xkr5a,-1.000,,,
xkr5b,-0.591,,,
xkr6a,-1.875,,,
xkr6b,-1.000,,,
xkr7,-2.176,,,
xkr8.1,0.682,,,
xkr8.2,0.594,,,
xkr8.3,0.780,,,
xkr9,0.200,,,
xkrx,1.715,,,
XLOC_000086,-4.000,,,
XLOC_000210,-1.699,,,
XLOC_000293,-4.000,,,
XLOC_000322,-1.363,,,
XLOC_000324,-1.436,,,
XLOC_000326,-4.000,,,
XLOC_000339,-4.000,,,
LOC108190026,-4.000,,,
XLOC_000341,-0.778,,,
XLOC_000342,-1.198,,,
XLOC_000357,-1.176,,,
XLOC_000367,-2.176,,,
XLOC_000371,-2.477,,,
XLOC_000380,-2.477,,,
LOC108190059,-1.301,,,
XLOC_000431,0.102,,,
XLOC_000439,-4.000,,,
XLOC_000449,-0.796,,,
XLOC_000490,-4.000,,,
XLOC_000523,-4.000,,,
XLOC_000527,-1.632,,,
XLOC_000574,-0.664,,,
XLOC_000597,-1.574,,,
XLOC_000598,-4.000,,,
LOC101885528,-4.000,,,
XLOC_000666,-0.638,,,
XLOC_000667,-4.000,,,
XLOC_000695,1.276,,,
XLOC_000817,-0.778,,,
XLOC_000879,-1.198,,,
si:ch211-236p5.3,-4.000,,,
XLOC_000910,1.423,,,
XLOC_000936,-0.298,,,
XLOC_000941,-4.000,,,
XLOC_000946,0.164,,,
XLOC_000947,0.324,,,
LOC101882161,-4.000,,,
mgarp,1.361,,,
XLOC_001102,-0.678,,,
XLOC_001113,-4.000,,,
XLOC_001115,-4.000,,,
XLOC_001155,-1.097,,,
XLOC_001247,-0.805,,,
XLOC_001283,-0.875,,,
XLOC_001294,-4.000,,,
XLOC_001298,-0.528,,,
XLOC_001318,-1.699,,,
XLOC_001352,-1.875,,,
XLOC_001364,-4.000,,,
LOC101886362,-0.183,,,
XLOC_001374,-4.000,,,
XLOC_001375,-0.933,,,
XLOC_001412,0.910,,,
XLOC_001430,-2.176,,,
XLOC_001437,-4.000,,,
XLOC_001482,-2.477,,,
XLOC_001600,-0.796,,,
XLOC_001601,-1.222,,,
XLOC_001602,-1.222,,,
XLOC_001603,-0.513,,,
XLOC_001638,-4.000,,,
XLOC_001639,-1.198,,,
XLOC_001661,-0.972,,,
XLOC_001673,1.349,,,
XLOC_001683,-4.000,,,
XLOC_001686,-4.000,,,
XLOC_001701,-4.000,,,
XLOC_001707,-4.000,,,
XLOC_001741,0.745,,,
XLOC_001742,-0.844,,,
XLOC_001767,-4.000,,,
XLOC_001768,-4.000,,,
XLOC_001835,-1.875,,,
LOC103911713,-1.247,,,
LOC101885184,0.462,,,
XLOC_001964,-1.115,,,
XLOC_001974,-4.000,,,
XLOC_001975,0.078,,,
XLOC_001992,0.092,,,
LOC565832,-4.000,,,
LOC565709,-0.886,,,
XLOC_002129,-4.000,,,
XLOC_002188,0.003,,,
XLOC_002207,-1.875,,,
XLOC_002233,-0.117,,,
XLOC_002238,-4.000,,,
XLOC_002305,-1.875,,,
XLOC_002406,-4.000,,,
XLOC_002408,0.142,,,
XLOC_002411,0.528,,,
XLOC_002422,-0.260,,,
XLOC_002452,-0.287,,,
