gene_name,log10FPKM,,,
si:ch211-277c7.7,-0.986,,,
si:ch211-277e21.1,-0.543,,,
si:ch211-278j3.3,-0.448,,,
si:ch211-278p9.1,-1.097,,,
si:ch211-278p9.2,-0.558,,,
si:ch211-278p9.3,-0.585,,,
si:ch211-279g13.1,-1.301,,,
si:ch211-27e6.1,-1.046,,,
si:ch211-281g13.4,-0.658,,,
si:ch211-281g13.5,-4.000,,,
si:ch211-281k19.2,-2.477,,,
si:ch211-281l24.3,0.948,,,
si:ch211-281p14.2,-2.176,,,
si:ch211-282b22.1,1.269,,,
si:ch211-282j17.1,-1.363,,,
si:ch211-282j17.10,-0.706,,,
si:ch211-282j17.11,-1.632,,,
si:ch211-282j17.12,-1.135,,,
si:ch211-282j17.13,-0.495,,,
si:ch211-282j17.2,-4.000,,,
si:ch211-282j17.3,-4.000,,,
si:ch211-282j17.5,-1.398,,,
si:ch211-282j17.7,-1.574,,,
si:ch211-282j17.8,-1.135,,,
si:ch211-282j22.3,0.758,,,
si:ch211-283g2.1,-2.000,,,
si:ch211-283g2.2,-0.909,,,
si:ch211-283g2.3,-0.770,,,
si:ch211-283h6.4,0.460,,,
si:ch211-283l16.1,-1.632,,,
si:ch211-284b7.3,1.680,,,
si:ch211-284d12.3,-4.000,,,
si:ch211-284e13.11,-4.000,,,
si:ch211-284e13.12,-4.000,,,
si:ch211-284e13.14,-1.247,,,
si:ch211-284e13.4,-1.699,,,
si:ch211-284e13.5,-0.004,,,
si:ch211-284e13.6,1.057,,,
si:ch211-284e13.9,-4.000,,,
si:ch211-284e20.8,-0.370,,,
si:ch211-284f22.3,0.870,,,
si:ch211-284k5.2,-0.523,,,
si:ch211-284o19.8,-2.000,,,
si:ch211-285c6.1,-0.155,,,
si:ch211-285c6.2,-0.805,,,
si:ch211-285c6.3,-0.060,,,
si:ch211-285c6.4,-1.632,,,
si:ch211-285c6.5,-0.699,,,
si:ch211-285c6.6,-0.844,,,
si:ch211-285f17.1,1.404,,,
si:ch211-285j22.3,0.469,,,
si:ch211-285j22.5,-4.000,,,
si:ch211-286b4.4,-1.363,,,
si:ch211-286b5.2,-4.000,,,
si:ch211-286b5.4,-4.000,,,
si:ch211-286b5.5,1.525,,,
si:ch211-286b5.6,-0.972,,,
si:ch211-286b5.8,-4.000,,,
si:ch211-286b5.9,-2.176,,,
si:ch211-286o17.1,0.894,,,
si:ch211-287a12.9,-0.102,,,
si:ch211-287n14.3,-0.933,,,
si:ch211-288d18.1,0.200,,,
si:ch211-288g17.3,2.005,,,
si:ch211-288g17.4,-4.000,,,
si:ch211-28e16.5,-1.436,,,
si:ch211-28p3.3,0.393,,,
si:ch211-28p3.4,-0.057,,,
si:ch211-33e4.2,-1.247,,,
si:ch211-33e4.3,-4.000,,,
si:ch211-37e10.1,-1.097,,,
si:ch211-37e10.2,0.931,,,
si:ch211-38m6.6,-1.198,,,
si:ch211-38m6.7,-1.000,,,
si:ch211-39a7.1,-4.000,,,
si:ch211-39f2.3,-1.778,,,
si:ch211-39i2.2,1.719,,,
si:ch211-39i22.1,1.829,,,
si:ch211-39k3.2,0.717,,,
si:ch211-40k21.5,0.872,,,
si:ch211-40k21.9,0.209,,,
si:ch211-42c5.5,-4.000,,,
si:ch211-42i6.2,-1.135,,,
si:ch211-42i9.8,-0.163,,,
si:ch211-43f4.1,0.817,,,
si:ch211-45c16.2,-0.270,,,
si:ch211-51a19.5,-0.959,,,
si:ch211-51a6.2,1.238,,,
si:ch211-51c14.1,1.070,,,
si:ch211-51e12.7,1.532,,,
si:ch211-51f19.1,-0.499,,,
si:ch211-51h4.2,-0.270,,,
si:ch211-51h9.6,1.115,,,
si:ch211-51h9.7,0.982,,,
si:ch211-51i16.1,0.224,,,
si:ch211-51i16.3,-0.159,,,
si:ch211-53m15.2,-4.000,,,
si:ch211-56a11.2,1.180,,,
si:ch211-57b15.1,-1.632,,,
si:ch211-57b15.2,-1.632,,,
si:ch211-57f7.7,-0.796,,,
si:ch211-57h10.1,-0.714,,,
si:ch211-57i17.1,0.519,,,
si:ch211-57i17.2,0.570,,,
si:ch211-57i17.5,-0.499,,,
si:ch211-57m13.1,-2.176,,,
si:ch211-57m13.10,-1.046,,,
si:ch211-57m13.5,-1.632,,,
si:ch211-57m13.6,-1.301,,,
si:ch211-57m13.7,-1.477,,,
si:ch211-57m13.8,-1.875,,,
si:ch211-57m13.9,-1.198,,,
si:ch211-57n23.1,0.890,,,
si:ch211-57n23.4,-2.000,,,
si:ch211-59d15.4,-0.131,,,
si:ch211-59d15.9,0.069,,,
si:ch211-59d17.3,-0.608,,,
si:ch211-59d8.2,-0.692,,,
si:ch211-59d8.3,-0.043,,,
si:ch211-59h6.1,-0.499,,,
si:ch211-59o9.10,0.874,,,
si:ch211-59p23.1,-1.574,,,
si:ch211-5k11.8,-1.523,,,
si:ch211-62a1.3,-0.824,,,
si:ch211-62a1.4,-0.224,,,
si:ch211-63b16.3,-1.523,,,
si:ch211-63b16.4,-0.959,,,
si:ch211-63i20.3,-4.000,,,
si:ch211-63o20.7,0.658,,,
si:ch211-63p21.1,-1.523,,,
si:ch211-63p21.2,-4.000,,,
si:ch211-63p21.3,-4.000,,,
si:ch211-63p21.4,-1.875,,,
si:ch211-63p21.5,-4.000,,,
si:ch211-63p21.8,-4.000,,,
si:ch211-64i20.3,0.939,,,
si:ch211-64i20.5_2,-4.000,,,
si:ch211-66c13.1,-2.176,,,
si:ch211-66e2.3,1.333,,,
si:ch211-66e2.5,0.729,,,
si:ch211-66h3.4,-0.645,,,
si:ch211-66i15.4,-0.569,,,
si:ch211-66i15.5,-4.000,,,
si:ch211-66i8.3,0.076,,,
si:ch211-66k16.2,-1.000,,,
si:ch211-66k16.27,0.905,,,
si:ch211-66k16.28,-0.281,,,
si:ch211-67e16.11,1.080,,,
si:ch211-67e16.3,-0.295,,,
si:ch211-67e16.4,1.339,,,
si:ch211-67f13.7,-0.039,,,
si:ch211-67f13.8,0.180,,,
si:ch211-67f24.7,-0.464,,,
si:ch211-67n3.9,-1.015,,,
si:ch211-68a17.7,0.983,,,
si:ch211-69b22.5,-0.778,,,
si:ch211-69b7.6,0.001,,,
si:ch211-69e13.6,-4.000,,,
si:ch211-69g19.2,1.736,,,
si:ch211-69l10.4,0.354,,,
si:ch211-71m22.1,0.741,,,
si:ch211-71m22.3,-0.921,,,
si:ch211-71m22.5,-0.933,,,
si:ch211-71n6.4,0.804,,,
si:ch211-73m21.1,0.265,,,
si:ch211-74f19.2,-0.424,,,
si:ch211-74m13.1,0.742,,,
si:ch211-74m13.3,1.028,,,
si:ch211-76l23.4,2.537,,,
si:ch211-76l23.7,0.576,,,
si:ch211-76m11.15,-1.778,,,
si:ch211-76m11.3,0.718,,,
si:ch211-76m11.5,-0.481,,,
si:ch211-76m11.7,-0.632,,,
si:ch211-76m11.8,-0.049,,,
si:ch211-76m11.9,-2.000,,,
si:ch211-77g15.32,-4.000,,,
si:ch211-79g12.1,-0.745,,,
si:ch211-79h18.2,-0.405,,,
si:ch211-79k12.1,1.396,,,
si:ch211-79k12.2,0.754,,,
si:ch211-79l17.1,0.451,,,
si:ch211-80h18.1,0.621,,,
si:ch211-81a5.1,-0.028,,,
si:ch211-81a5.5,-0.608,,,
si:ch211-81a5.8,0.444,,,
si:ch211-81n22.1,0.340,,,
si:ch211-85n16.3,0.950,,,
si:ch211-85n16.4,0.604,,,
si:ch211-86h15.1,0.427,,,
si:ch211-87j1.4,-0.334,,,
si:ch211-87m7.2,0.817,,,
si:ch211-89o9.4,-4.000,,,
si:ch211-89o9.6,0.866,,,
si:ch211-8c17.2,-4.000,,,
si:ch211-8c17.3,-1.398,,,
si:ch211-8c17.4,-4.000,,,
si:ch211-91p5.3,-0.038,,,
si:ch211-92l17.1,-1.331,,,
si:ch211-93e11.8,-2.000,,,
si:ch211-93f2.1,1.475,,,
si:ch211-93g21.1,-0.185,,,
si:ch211-93g21.2,-0.678,,,
si:ch211-93g23.2,-0.543,,,
si:ch211-93n23.7,-0.805,,,
si:ch211-95j8.3,-1.699,,,
si:ch211-98n17.5,1.516,,,
si:ch211-9d9.1,0.208,,,
si:ch211-9d9.7,-4.000,,,
si:ch211-9d9.8,-1.273,,,
si:ch211-9n13.3,-4.000,,,
si:ch73-100l22.3,0.876,,,
si:ch73-103b9.2,-0.244,,,
si:ch73-103l1.2,-1.030,,,
si:ch73-105b23.1,0.045,,,
si:ch73-105b23.6,0.229,,,
si:ch73-106g13.1,-4.000,,,
si:ch73-106k19.2,-0.886,,,
si:ch73-106k19.5,-1.155,,,
si:ch73-106l15.2,-2.000,,,
si:ch73-106l15.4,-0.464,,,
si:ch73-106n3.1,-0.796,,,
si:ch73-106n3.2,-0.499,,,
si:ch73-109d9.1,0.138,,,
si:ch73-109d9.2,0.434,,,
si:ch73-109d9.3,-0.322,,,
si:ch73-109d9.4,0.028,,,
si:ch73-109i22.2,-2.477,,,
si:ch73-111e15.1,-1.875,,,
si:ch73-111k22.2,1.143,,,
si:ch73-111k22.3,-0.946,,,
si:ch73-112l6.1,0.430,,,
si:ch73-113g13.1,-4.000,,,
si:ch73-113g13.2,-4.000,,,
si:ch73-113g13.3,-4.000,,,
si:ch73-116o1.2,-0.337,,,
si:ch73-119p20.1,-1.000,,,
si:ch73-120g24.4,-0.024,,,
si:ch73-122g19.1,-4.000,,,
si:ch73-122k23.1,-4.000,,,
si:ch73-125k17.2,-4.000,,,
si:ch73-126o18.1,-4.000,,,
si:ch73-127m5.1,-0.257,,,
si:ch73-127m5.2,0.695,,,
si:ch73-129a22.11,-1.046,,,
si:ch73-12o23.1,-0.059,,,
si:ch73-130a3.4,0.573,,,
si:ch73-132f6.5,0.836,,,
si:ch73-132k15.2,-4.000,,,
si:ch73-137b21.4,-4.000,,,
si:ch73-137d22.1,-4.000,,,
si:ch73-138e16.2,0.366,,,
si:ch73-138e16.3,-0.038,,,
si:ch73-138e16.4,0.445,,,
si:ch73-138e16.5,-4.000,,,
si:ch73-138e16.6,0.499,,,
si:ch73-138e16.8,0.023,,,
si:ch73-138i16.1,-4.000,,,
si:ch73-138n13.1,1.086,,,
si:ch73-139e5.2,-0.959,,,
si:ch73-139e5.4,-1.062,,,
si:ch73-139j3.4,-0.252,,,
si:ch73-140j24.4,-0.909,,,
si:ch73-141c7.1,1.512,,,
si:ch73-144d13.4,0.443,,,
si:ch73-144d13.5,-0.270,,,
si:ch73-144d13.7,-0.337,,,
si:ch73-144d13.8,-0.273,,,
si:ch73-144l3.1,-0.946,,,
si:ch73-147o17.1,0.652,,,
si:ch73-14h1.2,-1.135,,,
si:ch73-14h10.2,-1.778,,,
si:ch73-151m17.5,-1.176,,,
si:ch73-156l6.2,-0.886,,,
si:ch73-158p21.2,-0.632,,,
si:ch73-158p21.3,-0.273,,,
si:ch73-158p21.7,-0.729,,,
si:ch73-15b2.5,0.296,,,
si:ch73-15n15.3,-0.778,,,
si:ch73-15n24.1,-4.000,,,
si:ch73-160h15.3,0.027,,,
si:ch73-160i9.1,-1.875,,,
si:ch73-160i9.2,-4.000,,,
si:ch73-160i9.3,-4.000,,,
si:ch73-160p18.3,-2.477,,,
si:ch73-160p18.4,-2.176,,,
si:ch73-166o21.1,-4.000,,,
si:ch73-167c12.2,0.654,,,
si:ch73-167f10.1,-4.000,,,
si:ch73-168d20.1,-0.585,,,
si:ch73-170d6.2,-1.115,,,
si:ch73-170d6.3,-4.000,,,
si:ch73-170d6.4,-4.000,,,
si:ch73-171o20.1,-2.176,,,
si:ch73-171o20.2,-4.000,,,
si:ch73-173h19.3,1.973,,,
si:ch73-173p19.1,0.165,,,
si:ch73-173p19.2,-4.000,,,
si:ch73-174h16.4,0.481,,,
si:ch73-174h16.5,-0.778,,,
si:ch73-177h5.2,-4.000,,,
si:ch73-177h5.3,-4.000,,,
si:ch73-180n10.1,-1.247,,,
si:ch73-181d5.4,-0.391,,,
si:ch73-181m17.1,-4.000,,,
si:ch73-182a11.2,-1.135,,,
si:ch73-182e20.4,-4.000,,,
si:ch73-184c24.1,0.467,,,
si:ch73-185c24.2,-0.069,,,
si:ch73-186j5.2,-4.000,,,
si:ch73-189n23.1,-4.000,,,
si:ch73-18b11.2,-4.000,,,
si:ch73-190f9.4,-1.477,,,
si:ch73-190m4.1,-4.000,,,
si:ch73-191k20.3,0.955,,,
si:ch73-193c12.2,0.379,,,
si:ch73-193i2.2,-4.000,,,
si:ch73-193i22.1,-0.729,,,
si:ch73-194c23.1,-4.000,,,
si:ch73-194h10.2,-1.015,,,
si:ch73-194h10.3,-4.000,,,
si:ch73-196i15.3,0.436,,,
si:ch73-196i15.5,-0.986,,,
si:ch73-196l6.5,-4.000,,,
si:ch73-197b13.1,-0.844,,,
si:ch73-199e17.1,0.788,,,
si:ch73-199g24.2,0.890,,,
si:ch73-1a9.3,2.311,,,
si:ch73-1a9.4,1.144,,,
si:ch73-1f23.1,-1.079,,,
si:ch73-204p21.2,1.781,,,
si:ch73-205h11.1,-0.921,,,
si:ch73-206d17.1,-4.000,,,
si:ch73-206p6.1,-0.553,,,
si:ch73-208g10.1,-0.729,,,
si:ch73-208h1.1,-1.062,,,
si:ch73-208h1.2,-4.000,,,
si:ch73-211e3.1,0.291,,,
si:ch73-211l13.2,0.462,,,
si:ch73-211l2.3,-4.000,,,
si:ch73-212j7.3,0.902,,,
si:ch73-213k20.5,0.320,,,
si:ch73-215d9.1,-0.651,,,
si:ch73-215f7.1,-4.000,,,
si:ch73-216m24.3,-4.000,,,
si:ch73-217b7.1,0.544,,,
si:ch73-217n20.1,1.232,,,
si:ch73-21d24.1,1.255,,,
si:ch73-21g5.7,-0.004,,,
si:ch73-21k16.1,-4.000,,,
si:ch73-21k16.5,-1.778,,,
si:ch73-221f6.1,-0.147,,,
si:ch73-221f6.3,-0.090,,,
si:ch73-221f6.4,0.437,,,
si:ch73-222f22.2,-0.149,,,
si:ch73-222h13.1,-0.328,,,
si:ch73-223f5.1,-4.000,,,
si:ch73-223f5.2,-4.000,,,
si:ch73-223p23.2,-4.000,,,
si:ch73-226i7.1,-1.176,,,
si:ch73-226l13.2,-1.574,,,
si:ch73-22a13.3,-0.373,,,
si:ch73-22o12.1,0.721,,,
si:ch73-22o18.1,-0.946,,,
si:ch73-233f7.1,-0.360,,,
si:ch73-233f7.3,-4.000,,,
si:ch73-233f7.4,-1.875,,,
si:ch73-233f7.5,-4.000,,,
si:ch73-233f7.6,-4.000,,,
si:ch73-233f7.7,-4.000,,,
si:ch73-233f7.8,-4.000,,,
si:ch73-233k15.2,0.462,,,
si:ch73-233m11.2,-0.301,,,
si:ch73-234b20.5,1.803,,,
si:ch73-236c18.1,-4.000,,,
si:ch73-236c18.3,-4.000,,,
si:ch73-236c18.5,-4.000,,,
si:ch73-236c18.6,-2.000,,,
si:ch73-236c18.7,-0.212,,,
si:ch73-236c18.8,0.343,,,
si:ch73-236c18.9,0.246,,,
si:ch73-236e11.2,0.346,,,
si:ch73-236j9.2,0.485,,,
si:ch73-237c6.1,1.800,,,
si:ch73-238c9.1,1.247,,,
si:ch73-23l24.1,1.147,,,
si:ch73-242m19.1,-0.814,,,
si:ch73-243b8.4,-4.000,,,
si:ch73-244f7.3,-2.477,,,
si:ch73-248e21.1,0.924,,,
si:ch73-248e21.5,-0.620,,,
si:ch73-248e21.7,-0.428,,,
si:ch73-249k16.4,0.442,,,
si:ch73-24k9.2,-0.548,,,
si:ch73-250a16.5,-0.909,,,
si:ch73-252i11.1,-0.387,,,
si:ch73-252p3.1,-0.347,,,
si:ch73-256g18.2,-0.090,,,
si:ch73-256j6.2,-0.671,,,
si:ch73-256j6.3,-4.000,,,
si:ch73-256j6.4,-2.000,,,
si:ch73-256j6.5,-2.176,,,
si:ch73-256j6.6,-4.000,,,
si:ch73-257c13.2,0.212,,,
si:ch73-25f10.6,0.790,,,
si:ch73-261i21.2,-4.000,,,
si:ch73-261i21.5,0.152,,,
si:ch73-262h23.4,-0.909,,,
si:ch73-263f13.1,-4.000,,,
si:ch73-263o4.3,-4.000,,,
si:ch73-263o4.4,0.408,,,
si:ch73-264i18.2,-4.000,,,
si:ch73-264p11.1,-1.115,,,
si:ch73-265d7.2,-0.523,,,
si:ch73-265h17.1,-0.452,,,
si:ch73-265h17.2,-0.518,,,
si:ch73-265h17.4,-0.946,,,
si:ch73-265h17.5,-4.000,,,
si:ch73-266f23.1,-0.499,,,
si:ch73-266f23.3,-0.167,,,
si:ch73-266m14.1,-4.000,,,
si:ch73-267c23.10,-0.737,,,
si:ch73-269m14.2,1.131,,,
si:ch73-269m14.3,-4.000,,,
si:ch73-269m14.4,-1.115,,,
si:ch73-269m23.5,-0.685,,,
si:ch73-272h24.1,-0.664,,,
si:ch73-274k23.1,0.364,,,
si:ch73-278m9.1,0.337,,,
si:ch73-27e22.1,-0.046,,,
si:ch73-27e22.2,-2.176,,,
si:ch73-27e22.3,-0.405,,,
si:ch73-27e22.4,-1.222,,,
si:ch73-27e22.6,-4.000,,,
si:ch73-27e22.7,-4.000,,,
si:ch73-27e22.8,-0.325,,,
si:ch73-280o22.2,0.472,,,
si:ch73-281f12.4,0.163,,,
si:ch73-281i18.3,-0.198,,,
si:ch73-281i18.4,1.010,,,
si:ch73-281i18.6,0.462,,,
si:ch73-281i18.7,0.717,,,
si:ch73-281k2.5,-0.721,,,
si:ch73-281n10.2,2.537,,,
si:ch73-285p12.4,-4.000,,,
si:ch73-286h23.4,-0.959,,,
si:ch73-288o11.4,0.001,,,
si:ch73-288o11.5,1.661,,,
si:ch73-289h5.4,0.173,,,
si:ch73-289h5.5,-0.391,,,
si:ch73-28h20.1,-0.287,,,
si:ch73-290k24.5,-4.000,,,
si:ch73-290k24.6,-0.563,,,
si:ch73-296e2.3,-4.000,,,
si:ch73-299h12.1,0.329,,,
si:ch73-299h12.2,-0.104,,,
si:ch73-299h12.3,-0.237,,,
si:ch73-299h12.4,0.091,,,
si:ch73-299h12.6,0.726,,,
si:ch73-299h12.8,0.272,,,
si:ch73-299h12.9,0.166,,,
si:ch73-29c22.1,-0.481,,,
si:ch73-29l19.1,-1.155,,,
si:ch73-301j1.1,0.000,,,
si:ch73-302a4.4,-4.000,,,
si:ch73-302o18.2,-0.523,,,
si:ch73-303b9.1,-4.000,,,
si:ch73-304f21.1,-0.834,,,
si:ch73-305o9.3,-4.000,,,
si:ch73-306e8.2,1.899,,,
si:ch73-308l14.2,0.645,,,
si:ch73-308m11.1,-0.273,,,
si:ch73-309g22.1,-1.079,,,
si:ch73-30b17.2,-0.486,,,
si:ch73-30l9.1,-1.363,,,
si:ch73-311h14.2,1.027,,,
si:ch73-313l22.2,-1.632,,,
si:ch73-314g15.3,0.378,,,
si:ch73-315f9.2,-1.699,,,
si:ch73-31d8.2,1.221,,,
si:ch73-321d9.2,-4.000,,,
si:ch73-322b17.4,-4.000,,,
si:ch73-329n5.1,-0.959,,,
si:ch73-329n5.2,-0.176,,,
si:ch73-329n5.6,-4.000,,,
si:ch73-330k17.3,-4.000,,,
si:ch73-334d15.1,1.251,,,
si:ch73-334d15.2,-0.614,,,
si:ch73-334d15.4,0.982,,,
si:ch73-335d12.2,-0.645,,,
si:ch73-335l21.1,0.987,,,
si:ch73-335l21.2,-0.176,,,
si:ch73-335l21.3,-2.000,,,
si:ch73-335l21.4,2.791,,,
si:ch73-335m24.2,-0.252,,,
si:ch73-335m24.5,-1.247,,,
si:ch73-337l15.2,0.225,,,
si:ch73-338a16.3,-4.000,,,
si:ch73-338d8.5,-4.000,,,
si:ch73-338o16.4,-1.436,,,
si:ch73-340m8.2,0.154,,,
si:ch73-340n8.4,0.061,,,
si:ch73-341k19.1,-0.051,,,
si:ch73-343g19.4,-0.585,,,
si:ch73-343l4.1,-4.000,,,
si:ch73-343l4.2,-4.000,,,
si:ch73-343l4.3,-4.000,,,
si:ch73-343l4.5,-4.000,,,
si:ch73-343l4.6,-4.000,,,
si:ch73-343l4.8,-0.714,,,
si:ch73-344o19.1,-0.398,,,
si:ch73-345f18.3,0.007,,,
si:ch73-347e22.4,0.188,,,
si:ch73-347e22.8,1.330,,,
si:ch73-34h11.1,-4.000,,,
si:ch73-350k19.1,-1.398,,,
si:ch73-352p18.4,-0.405,,,
si:ch73-352p4.5,0.533,,,
si:ch73-352p4.8,0.627,,,
si:ch73-358j7.2,-1.398,,,
si:ch73-359m17.11,-1.778,,,
si:ch73-359m17.2,0.736,,,
si:ch73-359m17.5,0.380,,,
si:ch73-359m17.6,-4.000,,,
si:ch73-359m17.7,-4.000,,,
si:ch73-359m17.8,-4.000,,,
si:ch73-359m17.9,0.978,,,
si:ch73-361h17.1,-0.444,,,
si:ch73-361p23.3,0.180,,,
si:ch73-362i18.1,-4.000,,,
si:ch73-362m14.2,-4.000,,,
si:ch73-362m14.4,-0.596,,,
si:ch73-364h19.1,-0.664,,,
si:ch73-364h19.2,-0.172,,,
si:ch73-366i20.1,-4.000,,,
si:ch73-366l1.5,1.147,,,
si:ch73-367f21.4,0.537,,,
si:ch73-367f21.5,-0.249,,,
si:ch73-367f21.6,-0.334,,,
si:ch73-367j5.3,-4.000,,,
si:ch73-367p23.2,1.092,,,
si:ch73-368j24.1,-4.000,,,
si:ch73-368j24.10,-1.398,,,
si:ch73-368j24.11,-0.886,,,
si:ch73-368j24.12,-1.632,,,
si:ch73-368j24.17,-4.000,,,
si:ch73-368j24.3,-4.000,,,
si:ch73-36p18.1,-4.000,,,
si:ch73-375g18.1,-0.006,,,
si:ch73-376l24.2,0.378,,,
si:ch73-376l24.3,0.489,,,
si:ch73-376l24.6,0.496,,,
si:ch73-378g22.1,-0.041,,,
si:ch73-379f5.5,-4.000,,,
si:ch73-379f7.4,-1.363,,,
si:ch73-379f7.5,-4.000,,,
si:ch73-379j16.2,-4.000,,,
si:ch73-37h15.2,0.555,,,
si:ch73-380l10.2,-4.000,,,
si:ch73-380l3.2,0.858,,,
si:ch73-380l3.3,-4.000,,,
si:ch73-380l3.4,-4.000,,,
si:ch73-380l3.5,-4.000,,,
si:ch73-380n15.2,-0.084,,,
si:ch73-382f3.1,0.239,,,
si:ch73-383g2.1,-1.875,,,
si:ch73-386h18.1,0.396,,,
si:ch73-389b16.1,-1.062,,,
si:ch73-389b16.2,0.072,,,
si:ch73-389k6.1,0.280,,,
si:ch73-390p7.2,0.271,,,
si:ch73-40a17.3,-4.000,,,
si:ch73-40a17.4,-1.222,,,
si:ch73-40a2.1,-0.721,,,
si:ch73-40i7.5,0.733,,,
si:ch73-41e3.7,-1.699,,,
si:ch73-42k18.1,-1.176,,,
si:ch73-42p12.2,1.484,,,
si:ch73-43g23.1,-0.394,,,
si:ch73-44m9.1,-0.076,,,
si:ch73-44m9.2,-1.477,,,
si:ch73-44m9.3,0.539,,,
si:ch73-44m9.5,0.114,,,
si:ch73-45o6.2,-0.284,,,
si:ch73-46j18.5,1.506,,,
si:ch73-46n24.1,-4.000,,,
si:ch73-47f2.1,-1.875,,,
si:ch73-50f9.4,-0.092,,,
si:ch73-51i5.2,-0.340,,,
si:ch73-52f15.5,1.313,,,
si:ch73-52p7.1,1.001,,,
si:ch73-54f23.4,-0.558,,,
si:ch73-54n14.2,-4.000,,,
si:ch73-55i23.1,-1.632,,,
si:ch73-57f22.2,-0.563,,,
si:ch73-59c19.1,-0.569,,,
si:ch73-59f11.3,-0.046,,,
si:ch73-59p9.2,-4.000,,,
si:ch73-60h1.1,-0.548,,,
si:ch73-61d6.3,0.494,,,
si:ch73-62b13.1,-0.844,,,
si:ch73-62l21.1,-0.108,,,
si:ch73-68b22.2,-0.986,,,
si:ch73-6k14.2,-0.112,,,
si:ch73-70k4.1,-0.513,,,
si:ch73-71c20.5,1.030,,,
si:ch73-71d17.1,-4.000,,,
si:ch73-71d17.2,-0.322,,,
si:ch73-72b7.1,-0.543,,,
si:ch73-78o10.1,0.969,,,
si:ch73-7i4.1,-0.574,,,
si:ch73-7i4.2,-0.254,,,
si:ch73-7i4.3,-4.000,,,
si:ch73-81k8.2,-0.413,,,
si:ch73-86n18.1,1.839,,,
si:ch73-89b15.3,-2.176,,,
si:ch73-90k17.1,-4.000,,,
si:ch73-90p23.1,-1.046,,,
si:ch73-91k6.1,-4.000,,,
si:ch73-91k6.2,0.831,,,
si:ch73-92e7.4,0.559,,,
si:ch73-92e7.6,0.367,,,
si:ch73-92i20.1,0.126,,,
si:ch73-93k15.5,-4.000,,,
si:ch73-94k4.1,-4.000,,,
si:ch73-94k4.4,-4.000,,,
si:ch73-94k4.5,-4.000,,,
si:ch73-95l15.5,1.250,,,
si:ch73-97h19.2,0.804,,,
si:dkey-100n19.2,-0.553,,,
si:dkey-100n23.3,0.807,,,
si:dkey-100n23.5,1.146,,,
si:dkey-101k6.5,0.539,,,
si:dkey-102c8.2,1.334,,,
si:dkey-102c8.3,2.052,,,
si:dkey-102f14.5,0.810,,,
si:dkey-102f14.7,-4.000,,,
si:dkey-102g19.3,-0.737,,,
si:dkey-102m7.3,0.569,,,
si:dkey-103d23.3,-0.490,,,
si:dkey-103e21.5,-0.099,,,
si:dkey-103g5.3,1.006,,,
si:dkey-103g5.4,-0.685,,,
si:dkey-103i16.6,0.300,,,
si:dkey-103j14.5,-1.135,,,
si:dkey-103k4.1,0.533,,,
si:dkey-103k4.2,-4.000,,,
si:dkey-104n9.1,1.498,,,
si:dkey-105h12.2,-2.000,,,
si:dkey-105i14.1,0.784,,,
si:dkey-106g10.7,0.099,,,
si:dkey-106l3.7,2.150,,,
si:dkey-106n21.1,-0.380,,,
si:dkey-108k21.10,0.307,,,
si:dkey-108k21.11,-0.373,,,
si:dkey-108k21.14,-1.155,,,
si:dkey-108k21.19,0.207,,,
si:dkey-108k21.21,-0.247,,,
si:dkey-108k21.24,-0.170,,,
si:dkey-108k21.7,-0.331,,,
si:dkey-108k24.2,-4.000,,,
si:dkey-109a10.2,-0.212,,,
si:dkey-109j17.5,-0.112,,,
si:dkey-109l4.3,0.336,,,
si:dkey-10c21.1,-0.189,,,
si:dkey-10f21.4,-0.834,,,
si:dkey-10h3.2,-1.699,,,
si:dkey-10h3.3,-2.176,,,
si:dkey-10h3.7,-4.000,,,
si:dkey-10o6.2,0.355,,,
si:dkey-10p5.10,0.812,,,
si:dkey-110c1.10,-4.000,,,
si:dkey-110g7.8,0.386,,,
si:dkey-111e8.1,0.989,,,
si:dkey-111e8.4,-4.000,,,
si:dkey-111e8.5,0.033,,,
si:dkey-111f13.5,-0.585,,,
si:dkey-111i23.1,-4.000,,,
si:dkey-111k8.2,0.103,,,
si:dkey-111k8.3,0.227,,,
si:dkey-111k8.5,-1.875,,,
si:dkey-112a7.4,2.041,,,
si:dkey-112a7.5,-0.398,,,
si:dkey-112e17.1,0.608,,,
si:dkey-112e7.2,1.591,,,
si:dkey-112g5.11,-0.325,,,
si:dkey-112g5.12,-1.477,,,
si:dkey-112g5.13,-4.000,,,
si:dkey-112g5.15,-4.000,,,
si:dkey-112g5.16,-0.137,,,
si:dkey-112g5.3,-2.176,,,
si:dkey-112m2.1,-0.805,,,
si:dkey-114c15.5,-0.067,,,
si:dkey-114l24.2,-4.000,,,
si:dkey-117a16.1,-0.394,,,
si:dkey-117a8.1,0.231,,,
si:dkey-117a8.2,-4.000,,,
si:dkey-117a8.3,-0.844,,,
si:dkey-117a8.4,-4.000,,,
si:dkey-117i10.1,-0.215,,,
si:dkey-117j14.6,-1.015,,,
si:dkey-117m1.4,0.778,,,
si:dkey-117n7.2,0.669,,,
si:dkey-117n7.3,-4.000,,,
si:dkey-117n7.4,0.252,,,
si:dkey-117n7.5,0.527,,,
si:dkey-118j18.2,0.952,,,
si:dkey-118k5.3,-2.000,,,
si:dkey-119f1.1,0.554,,,
si:dkey-119m7.4,1.658,,,
